source,city,temperature_c,condition,extraction_method,url,scraped_at,batch_number,batch_timestamp,record_number,collection_time,data_type,alert_active,wind_speed_kmh,alert_types,issue_date,valid_until,feels_like_c,humidity_percent,pressure_hpa,wind_speed_mps,wind_direction,weather_main,weather_description,cloud_coverage,visibility_m,timestamp,forecast_hours_ahead,forecast_time,predicted_temp_c,precipitation_chance,confidence,generated_at,error
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:36:00,1,2026-02-04T21:35:59.764326,1,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,19,Unknown,generated,https://www.bbc.com/weather/2467466,21:36:02,1,2026-02-04T21:35:59.764326,2,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:36:04,1,2026-02-04T21:35:59.764326,3,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,25,Unknown,generated,https://www.bbc.com/weather/2472776,21:36:06,1,2026-02-04T21:35:59.764326,4,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,21,Unknown,generated,https://www.bbc.com/weather/2473496,21:36:08,1,2026-02-04T21:35:59.764326,5,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,12,Unknown,generated,https://www.bbc.com/weather/2470088,21:36:10,1,2026-02-04T21:35:59.764326,6,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,23,Unknown,generated,https://www.bbc.com/weather/2468562,21:36:12,1,2026-02-04T21:35:59.764326,7,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:36:15,1,2026-02-04T21:35:59.764326,8,21:36:27,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:37:20,2,2026-02-04T21:37:20.100200,16,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,20,Unknown,generated,https://www.bbc.com/weather/2467466,21:37:22,2,2026-02-04T21:37:20.100200,17,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:37:23,2,2026-02-04T21:37:20.100200,18,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,24,Unknown,generated,https://www.bbc.com/weather/2472776,21:37:24,2,2026-02-04T21:37:20.100200,19,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,18,Unknown,generated,https://www.bbc.com/weather/2473496,21:37:26,2,2026-02-04T21:37:20.100200,20,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,21,Unknown,generated,https://www.bbc.com/weather/2470088,21:37:27,2,2026-02-04T21:37:20.100200,21,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Nabeul,25,Unknown,generated,https://www.bbc.com/weather/2468562,21:37:28,2,2026-02-04T21:37:20.100200,22,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Monastir,15,Unknown,fallback,https://www.bbc.com/weather/2468925,21:37:30,2,2026-02-04T21:37:20.100200,23,21:37:35,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Tunis,12,Unknown,fallback,https://www.bbc.com/weather/2464470,21:38:48,3,2026-02-04T21:38:47.883325,33,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sfax,17,Unknown,generated,https://www.bbc.com/weather/2467466,21:38:50,3,2026-02-04T21:38:47.883325,34,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Sousse,13,Unknown,fallback,https://www.bbc.com/weather/2464915,21:38:51,3,2026-02-04T21:38:47.883325,35,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Bizerte,14,Unknown,generated,https://www.bbc.com/weather/2472776,21:38:52,3,2026-02-04T21:38:47.883325,36,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Gabes,13,Unknown,generated,https://www.bbc.com/weather/2473496,21:38:53,3,2026-02-04T21:38:47.883325,37,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
bbc_weather,Kairouan,20,Unknown,generated,https://www.bbc.com/weather/2470088,21:38:55,3,2026-02-04T21:38:47.883325,38,21:39:04,,,,,,,,,,,,,,,,,,,,,,,
